adopt-imaging-parallel;adopt-imaging-single;adopt-pure;amazoncorretto-imaging-parallel;amazoncorretto-imaging-single;amazoncorretto-pure;graaljdk-imaging-parallel;graaljdk-imaging-single;graaljdk-pure;openjdk-imaging-parallel;openjdk-imaging-single;openjdk-opencv;openjdk-openimaj;openjdk-pure;zulu-imaging-parallel;zulu-imaging-single;zulu-pure;python-pure-simple;python-with-itertools;python-pure-simple-with-numba;python-pure-simple-with-numba-parallel;python-itertools-with-numba;python-with-numpy;python-with-numpy-with-numba;python-with-numpy-with-numba-parallel;python-with-numpy-and-scipy;python-with-opencv
126;267;234;114;257;233;105;227;162;112;263;0.3857;31;237;121;274;246;;;236;195;3367;;83;3.92;34;4.61
126;268;236;115;261;233;105;226;162;127;265;0.3918;30;237;135;276;248;;;236;105;3369;;84;91.26;34;4.59
113;267;236;115;259;232;103;225;162;112;264;0.3952;30;236;135;275;247;;;237;196;3366;;83;3.92;34;4.58
126;267;234;102;258;233;115;225;164;128;264;0.3932;31;262;135;276;250;;;236;196;3363;;83;3.56;34;4.65
112;267;235;115;281;233;105;228;164;113;264;0.3769;30;236;134;275;246;;;237;109;3367;;84;90.75;34;4.60
127;267;235;102;263;233;114;226;163;111;264;0.3941;30;236;134;278;247;;;236;99;3363;;84;4.14;34;4.57
131;267;236;102;260;231;115;228;162;125;265;0.4055;35;235;134;276;247;;;236;199;3376;;83;4.07;34;4.62
132;267;235;103;259;232;102;238;163;126;264;0.3795;31;236;135;277;247;;;235;90;3364;;84;3.55;34;4.60
140;269;236;115;261;231;115;227;162;112;266;0.3916;31;238;135;280;245;;;236;206;3374;;84;91.47;34;4.58
138;267;235;115;263;234;114;230;164;126;265;0.379;30;237;134;275;247;;;236;196;3368;;83;4.11;34;4.62
127;269;234;102;258;231;114;226;164;113;264;0.3931;31;235;121;274;247;;;236;108;3364;;83;4.16;34;4.65
126;268;235;116;259;231;114;226;163;126;264;0.3774;31;238;146;274;248;;;236;188;3362;;84;91.51;34;4.67
112;266;235;115;260;231;103;226;162;126;264;0.3966;31;235;121;276;248;;;237;113;3373;;84;4.07;34;4.56
127;267;235;103;259;234;114;226;163;134;264;0.3921;34;236;134;275;246;;;236;198;3349;;83;4.31;34;4.62
113;267;234;116;264;233;114;225;163;116;265;0.3795;31;236;121;274;247;;;236;196;3351;;83;91.12;34;4.61
128;266;236;102;259;232;114;226;164;125;264;0.3921;30;236;122;304;246;;;236;197;3344;;83;3.88;34;4.63
127;267;234;102;261;232;114;224;164;125;265;0.3799;31;236;122;281;247;;;236;198;3356;;84;3.88;34;4.63
137;267;237;102;258;232;103;224;167;126;264;0.38;30;237;121;277;247;;;236;105;3343;;83;90.71;34;4.64
139;266;235;102;258;231;114;226;164;112;266;0.3907;31;238;121;277;250;;;236;199;3349;;84;3.49;34;4.59
126;270;234;116;258;230;114;224;163;113;265;0.3799;30;236;135;279;248;;;237;196;3340;;84;3.58;34;4.60
112;266;234;103;259;229;103;226;163;125;266;0.3924;35;235;134;278;247;;;236;99;3351;;84;3.68;34;4.60
126;267;235;102;259;229;104;224;163;111;264;0.3794;30;237;121;277;248;;;237;111;3344;;83;91.18;34;4.57
127;266;234;102;259;230;114;226;163;126;264;0.3936;30;236;121;277;250;;;241;198;3347;;84;3.89;34;4.68
114;266;235;116;260;231;115;225;162;112;265;0.3884;30;236;121;280;249;;;243;196;3352;;84;3.91;34;4.56
113;266;254;116;260;232;114;225;163;112;266;0.3857;30;236;135;277;248;;;239;104;3348;;83;91.26;34;4.62
115;267;238;115;260;231;114;225;163;112;263;0.4142;31;236;121;277;274;;;238;196;3341;;83;4.09;34;4.57
119;268;237;103;261;232;113;225;163;143;264;0.381;30;235;121;278;249;;;239;198;3346;;84;4.24;34;4.68
127;267;234;102;259;229;114;226;162;124;291;0.3909;34;237;121;279;248;;;240;109;3344;;83;90.82;34;4.58
127;268;235;103;262;230;113;226;162;113;267;0.3775;31;235;135;276;248;;;237;99;3344;;83;3.31;34;4.63
128;268;234;115;259;230;113;225;162;126;264;0.4079;31;236;121;276;246;;;238;199;3355;;84;3.29;34;4.56
113;267;236;115;260;231;115;225;163;121;264;0.3802;30;236;121;277;249;;;238;100;3341;;83;3.41;34;4.63
127;267;235;117;262;233;114;226;162;126;266;0.3825;31;235;141;276;247;;;238;202;3347;;84;91.23;34;4.60
113;267;235;116;263;231;103;225;162;125;264;0.39;31;236;121;276;248;;;238;189;3342;;84;4.13;34;4.62
114;267;234;103;260;230;120;226;163;112;265;0.3886;30;235;134;276;247;;;238;98;3352;;83;4.08;33;4.59
127;267;235;114;260;230;114;225;163;111;264;0.3994;35;236;122;278;251;;;238;113;3350;;83;91.00;34;4.63
113;272;234;102;261;230;114;226;178;125;265;0.3794;30;239;134;277;247;;;238;195;3349;;83;3.41;34;4.63
127;267;235;115;262;231;103;226;163;127;265;0.38;31;238;136;276;249;;;238;196;3376;;83;3.38;33;4.57
126;267;234;117;260;229;113;226;163;111;264;0.3924;30;237;121;277;247;;;238;110;3354;;84;3.33;34;4.70
127;268;235;116;259;230;103;226;162;112;265;0.3798;30;236;121;277;253;;;238;100;3348;;84;91.36;34;4.64
127;268;235;115;282;253;119;231;163;112;266;0.3893;31;236;134;276;248;;;238;200;3343;;83;4.11;34;4.61
113;270;235;116;263;234;114;227;163;131;265;0.3774;30;236;121;275;248;;;238;192;3362;;84;4.26;33;4.58
127;267;235;116;259;230;113;227;164;133;263;0.3988;35;236;135;278;247;;;238;198;3353;;83;91.30;34;4.63
128;267;236;115;258;231;113;226;163;141;264;0.3795;30;236;134;277;250;;;238;108;3358;;84;3.89;34;4.61
112;268;237;115;260;230;114;225;162;126;265;0.382;31;238;135;276;248;;;238;98;3365;;83;3.96;33;4.59
127;267;235;116;262;231;103;227;163;125;264;0.4043;30;236;133;276;248;;;239;196;3342;;85;91.10;34;4.59
113;267;238;102;260;231;102;227;162;126;268;0.3771;31;235;121;276;247;;;239;198;3348;;84;4.20;34;4.71
114;267;236;116;258;231;113;227;164;125;264;0.3996;30;237;121;277;252;;;237;102;3347;;84;4.15;33;4.71
114;268;237;130;261;231;114;227;163;125;264;0.3796;31;235;139;277;248;;;237;198;3360;;84;91.29;34;4.57
134;272;235;114;259;232;114;228;163;112;264;0.3812;34;237;121;301;248;;;236;100;3363;;83;98.53;34;4.67
127;267;236;115;258;231;113;228;163;112;264;0.3896;30;236;121;278;248;;;236;111;3369;;83;4.19;34;4.58
126;266;236;116;262;231;113;226;163;112;266;0.3772;30;260;121;277;251;;;236;198;3374;;84;4.19;33;4.61
127;266;236;116;263;230;114;228;163;125;264;0.3906;30;236;122;277;249;;;237;197;3363;;83;91.47;34;4.59
126;267;237;102;261;230;113;227;164;111;264;0.3775;31;236;135;281;248;;;237;103;3372;;83;4.09;34;4.60
126;266;236;120;259;230;114;229;163;127;264;0.4072;30;236;134;276;247;;;236;196;3381;;84;4.09;34;4.61
126;266;235;103;259;231;102;227;162;124;275;0.3795;30;237;134;278;251;;;236;98;3365;;83;91.35;34;4.56
141;272;236;103;260;231;113;226;163;125;270;0.4132;35;235;134;278;248;;;236;196;3364;;83;4.08;34;4.63
113;267;236;116;258;231;103;228;162;111;273;0.3908;30;237;136;280;246;;;235;100;3370;;84;4.12;35;4.56
128;267;235;115;259;231;104;238;163;125;270;0.3774;30;236;122;277;247;;;236;201;3366;;83;4.22;34;4.71
127;267;236;115;259;232;103;227;163;113;269;0.3997;31;236;135;277;247;;;236;110;3363;;83;90.51;34;4.56
126;268;234;102;263;230;113;226;162;125;265;0.3802;30;235;135;280;246;;;236;99;3363;;84;3.40;34;4.64
114;265;237;102;260;231;102;226;161;112;264;0.3816;31;236;122;278;247;;;236;198;3362;;83;3.37;34;4.64
113;266;236;133;259;232;114;226;162;137;265;0.3778;31;236;122;277;246;;;236;196;3363;;83;91.02;34;4.63
126;266;236;115;260;231;114;227;162;125;265;0.3857;34;236;150;278;248;;;236;197;3375;;83;4.06;34;4.58
114;265;236;102;260;230;114;227;161;125;264;0.3931;30;237;122;279;248;;;236;100;3362;;84;4.09;34;4.62
113;266;236;116;258;232;115;226;162;125;264;0.38;30;235;122;277;247;;;236;100;3379;;84;91.54;34;4.62
127;265;235;102;258;231;106;226;163;125;265;0.393;30;236;121;278;246;;;237;199;3371;;83;3.46;34;4.60
126;267;236;115;260;233;104;226;162;126;266;0.3798;30;236;136;278;247;;;236;207;3364;;83;3.41;34;4.60
114;265;236;102;260;232;103;226;162;125;264;0.3925;31;236;122;278;247;;;235;196;3372;;84;3.39;34;4.57
114;266;235;105;259;231;115;227;161;113;290;0.389;30;236;135;276;247;;;236;110;3360;;83;91.25;34;4.68
141;265;236;115;259;231;104;226;161;112;269;0.3776;34;235;121;276;245;;;237;97;3374;;84;4.13;34;4.56
127;266;255;101;262;231;113;226;162;112;267;0.3985;31;235;122;280;272;;;236;199;3376;;83;4.08;34;4.61
128;265;238;102;259;232;104;226;164;113;266;0.3801;30;236;145;278;251;;;238;196;3370;;83;90.72;34;4.55
127;266;238;104;261;230;105;226;162;112;267;0.397;31;236;135;277;248;;;237;197;3367;;83;4.09;35;4.67
127;265;238;116;260;232;111;226;162;126;270;0.3793;30;235;122;275;248;;;236;201;3360;;82;4.08;35;4.56
128;266;235;115;281;232;102;226;162;125;269;0.3821;31;236;136;277;249;;;237;110;3367;;83;91.35;35;4.66
127;265;238;101;262;231;114;225;162;125;272;0.3895;30;235;122;276;248;;;235;191;3367;;83;4.11;35;4.59
134;266;235;116;259;231;114;226;176;112;267;0.386;34;237;121;275;247;;;236;108;3376;;83;4.10;35;4.68
138;267;239;115;260;231;104;226;165;126;268;0.3996;31;236;135;275;247;;;236;191;3366;;83;91.36;35;4.58
113;267;236;115;261;231;103;225;165;125;270;0.3907;31;236;134;282;250;;;236;110;3377;;83;4.09;34;4.55
127;266;235;116;262;232;114;225;162;112;271;0.3797;30;235;135;286;249;;;236;189;3359;;83;4.07;34;4.70
121;265;236;118;261;252;123;227;162;126;268;0.3918;30;236;134;280;246;;;236;201;3356;;83;9.62;34;4.55
127;267;239;102;261;231;113;225;163;125;269;0.3795;31;236;121;305;248;;;236;109;3361;;86;86.40;34;4.63
139;267;236;115;261;232;114;226;165;112;265;0.3928;30;235;135;282;249;;;237;184;3373;;84;4.09;34;4.56
112;266;238;104;261;231;114;226;165;112;266;0.3773;35;236;134;284;247;;;237;207;3349;;84;4.10;33;4.64
126;266;236;115;261;231;113;226;165;132;266;0.3995;30;236;134;282;247;;;236;109;3350;;83;91.08;34;4.58
114;267;238;117;260;231;114;226;162;126;268;0.3793;31;236;135;280;247;;;236;100;3349;;83;4.20;34;4.61
111;267;238;106;261;231;114;225;163;125;265;0.3792;30;236;135;276;247;;;236;190;3342;;83;4.20;34;4.57
127;266;236;120;260;231;113;226;163;127;266;0.3926;31;236;144;276;247;;;236;109;3338;;83;93.78;34;4.76
127;267;237;116;261;231;113;226;162;125;267;0.3811;30;235;134;277;246;;;236;198;3349;;83;3.54;34;4.66
136;268;236;114;262;230;103;227;165;126;265;0.393;31;236;121;276;247;;;236;195;3354;;83;90.72;34;4.56
112;267;237;118;261;231;104;227;162;112;266;0.3773;34;236;121;276;247;;;237;198;3341;;83;4.23;33;4.67
114;272;236;115;264;231;103;230;162;125;266;0.386;30;236;122;275;249;;;237;108;3356;;83;3.44;34;4.60
127;268;237;135;261;232;103;226;163;125;266;0.3926;31;235;135;279;246;;;237;100;3354;;83;3.46;34;4.61
127;266;236;115;263;230;103;225;163;112;265;0.3796;31;237;135;276;246;;;236;200;3343;;83;91.31;34;4.55
113;267;237;102;259;231;104;225;162;126;270;0.3922;30;235;134;275;247;;;236;198;3361;;83;4.36;34;4.61
113;267;236;115;260;231;114;225;162;113;266;0.3773;30;236;122;277;248;;;237;195;3345;;83;4.23;34;4.77
113;270;236;115;261;231;114;225;165;126;268;0.4108;31;235;135;278;246;;;236;196;3358;;83;90.53;34;4.60
128;268;236;102;261;231;103;225;164;126;266;0.3796;35;261;134;279;247;;;236;111;3339;;83;4.28;34;4.60
127;267;238;121;260;229;113;225;163;125;266;0.3801;30;236;135;278;246;;;236;99;3354;;83;3.45;34;4.59
113;268;236;102;259;230;104;227;162;126;266;0.3923;30;236;122;279;246;;;238;197;3360;;83;90.77;34;4.68
114;268;236;105;259;230;114;230;162;125;266;0.388;30;235;136;276;246;;;237;196;3353;;84;4.33;34;4.60
127;268;236;117;259;231;114;226;162;125;265;0.3939;30;236;137;276;246;;;236;104;3367;;83;4.09;34;4.63
144;268;236;115;259;229;113;225;164;126;265;0.3774;31;236;135;277;245;;;237;198;3347;;83;91.36;34;4.63
141;268;236;102;258;229;114;225;163;126;270;0.3977;30;236;121;277;247;;;237;195;3351;;83;4.08;34;4.65
112;268;237;102;258;229;104;225;162;137;266;0.3798;34;235;135;275;246;;;237;108;3343;;83;4.10;34;4.56
126;267;237;109;260;229;103;225;163;126;264;0.3795;30;235;120;276;246;;;237;195;3357;;83;4.10;34;4.63
113;268;237;102;261;230;104;225;164;112;265;0.3926;31;236;122;276;246;;;236;198;3348;;83;91.33;34;4.63
113;268;240;116;260;230;103;238;162;126;265;0.3772;30;235;135;277;246;;;236;110;3354;;83;4.14;34;4.68
128;267;237;115;260;230;114;224;163;126;265;0.3986;30;236;124;276;246;;;237;98;3350;;83;4.13;34;4.60
127;265;236;102;284;231;103;225;163;112;289;0.3808;31;235;134;276;246;;;236;198;3346;;83;92.70;33;4.59
126;266;234;115;263;232;103;225;164;126;266;0.3798;30;236;122;277;246;;;237;101;3347;;83;4.06;34;4.65
113;266;235;115;261;231;103;225;162;123;271;0.393;35;235;135;275;247;;;236;196;3347;;83;91.45;34;4.57
114;266;234;102;264;230;114;225;163;114;265;0.3801;30;235;136;274;246;;;236;196;3344;;83;3.96;34;4.60
128;265;235;103;262;230;102;224;162;125;266;0.3928;30;236;135;279;246;;;236;100;3351;;83;4.70;34;4.56
127;265;234;119;262;231;105;225;164;126;270;0.3773;31;235;121;303;246;;;237;110;3361;;83;91.35;34;4.65
113;269;236;133;259;231;104;224;164;126;267;0.3971;30;237;137;278;273;;;236;195;3360;;83;3.74;34;4.56
129;266;252;102;262;230;114;227;162;125;265;0.3799;30;235;136;275;248;;;236;196;3351;;83;3.35;34;4.62
113;268;236;115;261;231;103;225;176;134;266;0.3803;31;236;124;277;247;;;236;109;3349;;83;3.34;34;4.57
113;267;235;116;260;232;114;226;163;125;266;0.3929;35;235;148;277;247;;;236;196;3353;;83;91.11;34;4.70
114;268;236;115;262;231;113;226;163;113;264;0.3775;30;237;134;276;247;;;236;197;3366;;83;4.70;34;4.58
114;269;236;102;262;230;114;228;163;126;265;0.399;31;235;135;276;246;;;236;196;3375;;83;4.10;34;4.61
126;266;236;101;262;252;103;227;164;127;265;0.3801;30;237;134;277;248;;;236;100;3349;;83;90.44;34;4.58
128;267;236;102;261;232;114;225;164;124;264;0.38;31;236;134;276;247;;;236;112;3346;;83;3.26;34;4.63
113;268;236;122;260;233;114;225;162;126;264;0.3926;30;237;135;277;247;;;236;195;3345;;85;3.34;34;4.63
127;266;235;102;260;231;104;226;165;112;264;0.3904;30;236;135;277;247;;;237;105;3349;;84;3.36;34;4.56
128;266;234;116;260;232;113;226;162;113;265;0.3924;34;236;133;276;248;;;236;197;3365;;84;91.02;34;4.62
127;268;235;102;261;234;115;226;164;111;265;0.3801;30;235;135;276;247;;;236;99;3346;;83;4.14;34;4.57
113;270;235;115;261;233;109;226;164;126;263;0.3924;31;236;134;276;248;;;236;198;3356;;83;4.10;34;4.66
114;265;235;114;261;231;103;225;163;127;264;0.3771;30;235;142;278;249;;;236;196;3354;;83;91.25;34;4.58
127;266;236;114;260;232;103;227;163;125;264;0.3772;30;235;135;276;249;;;237;100;3350;;83;4.17;34;4.66
127;265;234;101;260;231;103;226;163;126;264;0.4002;31;236;120;275;246;;;236;111;3352;;83;4.12;34;4.63
114;266;235;103;261;233;104;226;162;125;265;0.3799;31;235;160;276;247;;;236;197;3349;;83;91.45;34;4.59
113;266;237;116;261;233;105;225;163;125;264;0.4142;34;236;135;277;247;;;236;198;3357;;83;4.03;34;4.57
128;266;236;106;261;230;114;229;164;112;265;0.3801;31;235;135;275;246;;;236;195;3351;;83;4.04;34;4.62
113;267;235;115;260;232;114;226;164;111;266;0.3825;30;236;121;276;247;;;236;100;3347;;83;91.36;34;4.65
127;265;239;101;260;233;103;225;162;126;264;0.3904;30;235;122;276;247;;;236;111;3348;;83;3.96;34;4.56
127;268;239;116;260;231;105;227;162;129;264;0.3776;30;236;136;276;247;;;236;196;3354;;83;3.91;34;4.62
128;267;236;102;260;229;114;225;162;125;265;0.4008;31;236;135;276;246;;;236;103;3349;;84;91.19;34;4.61
113;267;235;101;261;230;114;227;161;125;264;0.3799;30;235;135;275;247;;;236;197;3355;;83;3.57;34;4.61
114;267;238;115;261;230;103;225;164;123;264;0.4072;34;235;121;277;246;;;236;198;3358;;83;3.43;34;4.58
127;267;236;116;262;232;103;225;163;126;266;0.3772;31;235;135;283;246;;;236;104;3359;;83;3.32;34;4.60
127;268;236;102;260;230;104;224;162;112;265;0.3782;31;235;135;278;246;;;236;198;3353;;83;90.85;34;4.64
128;267;236;117;260;229;104;225;162;126;266;0.397;30;236;123;277;245;;;236;196;3345;;83;4.17;34;4.56
113;267;236;116;261;230;103;226;162;113;263;0.3794;30;236;135;277;246;;;235;104;3344;;84;4.13;34;4.64
127;266;239;102;283;232;114;224;162;126;264;0.3917;31;261;134;275;247;;;235;198;3348;;83;91.32;34;4.56
114;267;238;124;261;230;114;225;163;112;268;0.3795;31;236;136;276;246;;;236;197;3343;;83;3.88;34;4.75
126;268;236;102;259;230;113;224;164;113;268;0.3819;35;236;136;277;247;;;236;198;3346;;83;3.85;34;4.58
127;268;236;116;260;229;114;227;162;112;265;0.3898;30;236;121;301;247;;;236;199;3345;;83;3.85;34;4.58
141;267;235;116;262;230;103;225;162;125;264;0.3857;30;236;136;278;248;;;236;109;3348;;83;90.79;34;4.58
113;267;236;116;260;230;103;225;162;126;265;0.3994;31;236;136;278;247;;;236;99;3354;;83;3.37;34;4.72
127;268;237;104;259;229;115;224;162;125;293;0.3794;31;235;121;277;246;;;235;187;3366;;83;3.37;34;4.61
126;269;235;103;262;229;105;226;163;125;266;0.4017;30;235;135;277;247;;;236;210;3365;;83;90.92;34;4.58
127;266;235;115;262;230;114;226;164;112;266;0.3775;30;235;135;277;251;;;236;197;3371;;83;6.81;34;4.61
127;267;235;116;259;231;103;225;163;126;267;0.3776;35;236;122;276;247;;;237;98;3370;;83;4.12;34;4.61
113;266;236;115;259;230;111;227;164;125;266;0.3982;32;236;135;277;247;;;237;110;3383;;83;90.17;34;4.62
128;266;235;117;260;230;114;225;163;125;266;0.3795;30;236;135;276;246;;;236;188;3355;;83;3.92;34;4.55
113;268;236;115;259;230;114;226;163;125;266;0.3929;30;236;134;275;248;;;236;208;3355;;83;3.92;33;4.68
127;267;234;102;259;232;103;236;165;125;266;0.3801;31;236;120;277;246;;;237;196;3348;;83;91.21;34;4.56
127;267;236;103;259;230;102;226;178;112;263;0.3822;31;236;133;276;247;;;236;198;3353;;84;3.41;34;4.65
127;265;234;115;259;230;104;226;164;133;264;0.3903;31;238;134;276;246;;;236;110;3360;;83;3.34;34;4.63
129;266;234;115;259;230;114;225;162;125;263;0.3774;34;237;121;277;273;;;237;100;3341;;83;3.36;34;4.61
148;265;234;115;257;230;114;225;163;126;264;0.3998;31;237;121;277;249;;;236;187;3352;;83;91.08;34;4.60
127;265;255;102;257;253;115;226;163;125;265;0.3798;30;238;135;276;247;;;236;208;3353;;83;3.34;34;4.56
127;269;239;101;261;231;112;226;163;125;264;0.3941;31;236;123;276;248;;;236;198;3348;;83;3.31;34;4.73
139;267;234;102;260;230;105;226;163;139;265;0.3881;30;235;134;278;248;;;237;200;3341;;83;3.32;34;4.60
127;267;236;102;259;230;114;229;163;125;264;0.3771;30;235;120;276;248;;;237;198;3345;;83;91.08;34;4.64
140;265;234;116;259;232;114;226;162;127;264;0.3972;30;236;135;275;249;;;236;108;3351;;83;3.37;34;4.56
119;265;235;102;260;232;114;227;162;111;265;0.3798;35;236;135;275;250;;;237;200;3351;;83;3.37;34;4.61
114;266;234;119;259;231;114;227;162;112;265;0.4038;31;237;134;279;249;;;236;197;3348;;83;90.89;34;4.62
141;266;235;115;260;230;114;228;162;126;264;0.3792;30;236;135;276;247;;;236;104;3356;;83;6.02;33;4.60
137;268;235;101;259;232;103;227;164;111;264;0.3819;31;237;121;275;247;;;237;190;3342;;83;4.11;34;4.56
113;266;238;116;263;231;114;227;163;142;265;0.3892;31;236;121;274;247;;;236;113;3344;;83;91.38;34;4.59
128;267;235;101;260;230;103;227;162;126;265;0.3858;30;236;135;276;248;;;236;189;3349;;83;3.38;34;4.66
126;266;238;102;259;232;105;226;161;112;264;0.3999;30;236;135;275;249;;;236;107;3348;;83;3.37;34;4.56
113;266;234;116;258;231;120;230;162;113;265;0.38;35;236;135;273;247;;;236;197;3344;;83;90.81;34;4.62
126;266;235;118;260;231;114;226;161;112;265;0.4037;31;236;122;276;247;;;237;198;3344;;83;5.73;34;4.58
113;265;235;115;259;232;114;226;164;127;265;0.3781;30;236;134;275;249;;;237;104;3355;;83;4.10;34;4.67
127;268;234;104;259;230;107;226;164;114;264;0.3771;31;236;135;276;246;;;237;200;3341;;83;91.38;33;4.56
127;268;234;115;266;232;105;227;162;126;264;0.3961;30;236;134;276;249;;;237;103;3359;;83;3.55;34;4.64
126;267;235;102;283;232;103;227;163;125;265;0.38;32;237;135;277;249;;;236;190;3346;;83;3.32;33;4.56
126;266;237;115;260;231;104;226;163;126;264;0.392;30;235;134;301;247;;;237;200;3347;;83;3.32;34;4.60
113;266;235;101;260;231;114;227;163;133;265;0.3797;34;236;134;277;253;;;236;112;3341;;83;91.21;33;4.58
115;265;234;102;260;230;114;226;163;127;266;0.3826;30;236;134;279;246;;;237;191;3356;;83;3.49;34;4.60
128;266;237;115;259;233;113;228;163;124;266;0.3895;31;236;134;278;248;;;237;104;3351;;83;3.36;33;4.62
129;265;236;115;260;234;113;227;162;126;265;0.3776;30;236;134;276;247;;;236;197;3338;;83;90.47;34;4.64
127;265;235;116;264;230;114;226;163;126;266;0.3993;31;236;121;276;248;;;237;196;3350;;83;4.80;34;4.64
128;265;234;116;264;231;115;226;162;112;265;0.3944;31;236;121;276;246;;;238;111;3358;;83;5.20;34;4.55
113;266;234;130;260;232;115;229;162;112;266;0.3939;30;236;135;278;247;;;238;192;3359;;83;91.22;34;4.68
115;265;237;115;259;231;103;228;163;125;265;0.3775;35;236;134;276;247;;;237;199;3351;;83;4.09;34;4.59
127;267;234;115;259;231;113;226;163;126;264;0.3775;30;236;121;276;246;;;237;199;3347;;83;3.91;34;4.65
113;267;235;115;260;230;104;227;162;141;265;0.3966;30;236;134;277;244;;;237;104;3372;;83;91.26;34;4.55
127;266;234;112;260;232;114;227;163;126;290;0.3794;31;261;164;276;246;;;236;194;3380;;83;3.87;34;4.66
127;265;236;116;259;232;114;228;163;125;265;0.3935;31;237;135;276;247;;;236;199;3367;;83;3.87;34;4.63
115;265;236;114;259;231;113;227;162;130;265;0.3775;30;234;135;280;248;;;235;103;3358;;83;3.34;34;4.59
127;266;235;115;262;231;114;228;163;112;267;0.3858;30;234;135;278;248;;;237;196;3362;;83;91.46;34;4.57
143;267;235;116;261;230;104;226;162;112;266;0.392;34;235;135;275;247;;;236;112;3360;;83;4.20;34;4.64
113;268;234;103;259;231;106;228;161;126;266;0.3877;30;235;134;275;247;;;236;99;3364;;83;4.09;34;4.76
114;273;238;115;261;232;115;228;162;126;265;0.4026;31;234;136;277;247;;;236;193;3364;;83;91.29;34;4.56
128;272;236;102;262;231;113;227;162;112;265;0.3772;31;235;122;276;248;;;238;99;3369;;83;6.12;34;4.63
127;273;235;115;259;230;103;227;177;140;267;0.399;31;233;135;276;248;;;236;109;3362;;83;91.34;34;4.69
127;267;235;102;257;232;114;228;163;125;266;0.3795;30;238;134;275;247;;;236;196;3368;;83;4.19;34;4.69
126;274;235;102;258;231;113;228;167;112;266;0.3803;31;235;123;276;248;;;236;98;3364;;83;4.11;34;4.55
128;272;234;101;261;231;103;227;164;128;266;0.3933;35;235;135;275;251;;;236;196;3360;;83;91.52;34;4.67
113;265;235;115;259;251;108;228;163;141;266;0.3797;30;235;134;277;248;;;236;104;3364;;83;4.14;34;4.62
127;266;235;115;260;230;115;226;163;126;267;0.4052;31;235;121;278;248;;;236;196;3361;;83;4.08;34;4.64
114;267;235;103;258;232;114;229;163;125;265;0.3772;31;235;139;277;273;;;237;202;3361;;83;4.09;34;4.60
126;266;234;115;260;231;103;227;164;113;266;0.3771;30;235;134;276;249;;;237;100;3362;;83;91.25;34;4.62
114;267;234;115;259;230;113;238;164;133;266;0.3775;31;238;150;276;247;;;237;108;3360;;83;4.17;34;4.68
140;267;254;116;258;231;102;228;163;111;265;0.3879;30;235;135;277;249;;;237;198;3365;;83;4.10;34;4.57
115;268;236;102;259;234;114;227;163;140;266;0.3995;34;235;121;276;249;;;236;98;3352;;83;91.51;34;4.69
123;267;235;116;261;231;113;227;163;141;266;0.3795;30;235;127;275;247;;;237;196;3346;;83;4.13;34;4.58
141;267;234;117;259;229;103;226;163;125;266;0.394;30;235;135;277;248;;;237;109;3355;;83;4.12;34;4.72
113;267;235;115;258;230;114;227;163;125;265;0.377;31;235;123;276;246;;;236;199;3360;;83;91.35;34;4.56
114;267;235;115;259;230;103;227;164;126;267;0.3779;31;234;135;302;248;;;237;100;3346;;83;3.39;34;4.61
141;266;235;117;281;232;114;230;165;112;265;0.3973;30;235;135;278;247;;;236;199;3355;;83;3.35;34;4.60
127;268;234;115;260;230;113;229;162;126;266;0.3796;30;234;134;280;248;;;237;195;3358;;83;90.73;34;4.69
114;269;234;115;259;229;103;228;163;126;265;0.3936;35;235;122;277;248;;;236;198;3349;;83;5.97;34;4.59
143;268;234;115;261;229;104;227;163;112;266;0.3777;30;235;122;277;249;;;237;100;3359;;83;4.55;33;4.61
127;267;234;115;260;231;104;228;163;126;265;0.3855;30;235;135;277;249;;;236;199;3348;;83;91.14;34;4.65
141;267;235;103;259;230;103;227;163;125;265;0.3907;30;235;134;280;249;;;236;109;3351;;83;3.66;34;4.57
113;267;234;115;259;230;103;228;163;112;266;0.3882;29;235;134;277;247;;;237;99;3346;;83;3.34;34;4.64
141;269;238;101;260;230;119;226;163;126;267;0.3928;31;236;122;277;248;;;236;201;3351;;83;90.69;34;4.61
113;267;235;110;260;231;113;226;163;126;265;0.3796;31;235;134;277;247;;;237;99;3341;;83;4.01;34;4.63
127;268;235;116;259;231;113;229;164;126;266;0.394;34;235;135;278;246;;;237;199;3350;;83;3.88;34;4.57
126;267;235;115;259;233;103;227;162;113;265;0.3775;30;235;135;278;246;;;236;197;3351;;83;3.87;34;4.61
128;266;235;116;262;231;103;227;164;125;266;0.3773;30;234;121;277;248;;;238;196;3346;;83;91.43;34;4.58
128;267;234;102;258;231;113;227;165;114;266;0.3969;31;235;135;278;247;;;236;111;3352;;83;4.09;34;4.69
113;267;235;117;260;231;103;227;162;126;265;0.3798;30;236;135;277;246;;;236;190;3355;;83;4.07;33;4.61
128;267;234;116;259;231;114;227;163;126;266;0.397;31;236;121;278;246;;;236;99;3351;;83;91.10;34;4.56
128;265;235;115;263;230;103;228;163;112;266;0.3951;30;235;135;278;247;;;237;111;3348;;83;3.89;34;4.59
113;266;235;116;260;230;113;227;162;126;265;0.3945;34;237;120;278;247;;;236;191;3343;;83;3.89;34;4.66
128;265;236;102;260;231;102;227;164;125;265;0.3772;31;235;121;277;246;;;236;198;3344;;83;91.24;34;4.60
